,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,SEX OFFENSES FORCIBLE,SEX OFFENSES NON FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
0,0.0016666666666666668,0.08166666666666667,0.0016666666666666668,0.0016666666666666668,0.03666666666666667,0.005,0.005,0.056666666666666664,0.006666666666666667,0.0,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0.018333333333333333,0.0,0.0033333333333333335,0.19166666666666668,0.0016666666666666668,0.0016666666666666668,0.02666666666666667,0.105,0.145,0.0,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.0016666666666666668,0.013333333333333334,0.006666666666666667,0.0016666666666666668,0.005,0.0016666666666666668,0.03666666666666667,0.0016666666666666668,0.006666666666666667,0.055,0.07,0.043333333333333335,0.01
1,0.0016666666666666668,0.08166666666666667,0.0016666666666666668,0.0016666666666666668,0.03666666666666667,0.005,0.005,0.06,0.006666666666666667,0.0,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0.018333333333333333,0.0016666666666666668,0.0033333333333333335,0.185,0.0033333333333333335,0.0016666666666666668,0.025,0.105,0.145,0.0,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.0016666666666666668,0.013333333333333334,0.006666666666666667,0.0016666666666666668,0.005,0.0016666666666666668,0.03666666666666667,0.0016666666666666668,0.006666666666666667,0.055,0.06833333333333333,0.04666666666666667,0.01
2,0.0016666666666666668,0.08166666666666667,0.0016666666666666668,0.0016666666666666668,0.03666666666666667,0.005,0.005,0.06,0.006666666666666667,0.0,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0.018333333333333333,0.0016666666666666668,0.0033333333333333335,0.185,0.0033333333333333335,0.0016666666666666668,0.025,0.10333333333333333,0.145,0.0,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.0016666666666666668,0.013333333333333334,0.006666666666666667,0.0016666666666666668,0.005,0.0016666666666666668,0.03833333333333333,0.0016666666666666668,0.006666666666666667,0.055,0.06833333333333333,0.04666666666666667,0.01
3,0.0016666666666666668,0.08,0.0016666666666666668,0.0016666666666666668,0.035,0.005,0.005,0.06,0.006666666666666667,0.0,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0.02,0.0016666666666666668,0.0033333333333333335,0.185,0.0033333333333333335,0.0016666666666666668,0.02666666666666667,0.10333333333333333,0.14333333333333334,0.0,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.0016666666666666668,0.013333333333333334,0.006666666666666667,0.0016666666666666668,0.005,0.0016666666666666668,0.03833333333333333,0.0016666666666666668,0.006666666666666667,0.055,0.06833333333333333,0.04833333333333333,0.01
4,0.0016666666666666668,0.08,0.0016666666666666668,0.0016666666666666668,0.035,0.005,0.005,0.06,0.006666666666666667,0.0,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0.02,0.0016666666666666668,0.0033333333333333335,0.185,0.0033333333333333335,0.0016666666666666668,0.02666666666666667,0.10333333333333333,0.14333333333333334,0.0,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.0016666666666666668,0.013333333333333334,0.006666666666666667,0.0016666666666666668,0.005,0.0016666666666666668,0.03833333333333333,0.0016666666666666668,0.006666666666666667,0.055,0.06833333333333333,0.04833333333333333,0.01
5,0.0016666666666666668,0.08,0.0016666666666666668,0.0016666666666666668,0.035,0.005,0.005,0.06,0.006666666666666667,0.0,0.0016666666666666668,0.0016666666666666668,0.006666666666666667,0.02,0.0016666666666666668,0.0033333333333333335,0.18666666666666668,0.0033333333333333335,0.0016666666666666668,0.028333333333333332,0.10333333333333333,0.14333333333333334,0.0,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.0016666666666666668,0.013333333333333334,0.006666666666666667,0.0016666666666666668,0.005,0.0016666666666666668,0.035,0.0016666666666666668,0.006666666666666667,0.055,0.06833333333333333,0.04833333333333333,0.01
6,0.0016666666666666668,0.08166666666666667,0.0016666666666666668,0.0016666666666666668,0.03666666666666667,0.005,0.005,0.056666666666666664,0.006666666666666667,0.0,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0.02,0.0016666666666666668,0.0033333333333333335,0.18666666666666668,0.0033333333333333335,0.0016666666666666668,0.028333333333333332,0.105,0.14,0.0,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.0016666666666666668,0.011666666666666667,0.006666666666666667,0.0016666666666666668,0.006666666666666667,0.0016666666666666668,0.035,0.0016666666666666668,0.008333333333333333,0.051666666666666666,0.06833333333333333,0.04833333333333333,0.011666666666666667
7,0.0016666666666666668,0.08166666666666667,0.0016666666666666668,0.0016666666666666668,0.03666666666666667,0.005,0.005,0.056666666666666664,0.006666666666666667,0.0,0.0016666666666666668,0.0016666666666666668,0.008333333333333333,0.02,0.0016666666666666668,0.0033333333333333335,0.18666666666666668,0.0033333333333333335,0.0016666666666666668,0.028333333333333332,0.105,0.14,0.0,0.016666666666666666,0.0033333333333333335,0.02666666666666667,0.0016666666666666668,0.011666666666666667,0.006666666666666667,0.0016666666666666668,0.006666666666666667,0.0016666666666666668,0.035,0.0016666666666666668,0.008333333333333333,0.051666666666666666,0.06833333333333333,0.04833333333333333,0.011666666666666667
8,0.0033333333333333335,0.08166666666666667,0.0016666666666666668,0.0033333333333333335,0.03666666666666667,0.005,0.006666666666666667,0.056666666666666664,0.008333333333333333,0.0016666666666666668,0.0016666666666666668,0.0033333333333333335,0.008333333333333333,0.016666666666666666,0.0016666666666666668,0.0033333333333333335,0.185,0.005,0.0016666666666666668,0.025,0.10166666666666667,0.14166666666666666,0.0,0.015,0.0033333333333333335,0.03,0.0016666666666666668,0.013333333333333334,0.006666666666666667,0.0016666666666666668,0.006666666666666667,0.0016666666666666668,0.035,0.0016666666666666668,0.008333333333333333,0.051666666666666666,0.06666666666666667,0.043333333333333335,0.013333333333333334
9,0.0033333333333333335,0.08166666666666667,0.0016666666666666668,0.0033333333333333335,0.03666666666666667,0.005,0.006666666666666667,0.056666666666666664,0.008333333333333333,0.0016666666666666668,0.0016666666666666668,0.0033333333333333335,0.008333333333333333,0.016666666666666666,0.0016666666666666668,0.0033333333333333335,0.185,0.005,0.0016666666666666668,0.025,0.10166666666666667,0.14166666666666666,0.0,0.015,0.0033333333333333335,0.03,0.0016666666666666668,0.013333333333333334,0.006666666666666667,0.0016666666666666668,0.006666666666666667,0.0016666666666666668,0.035,0.0016666666666666668,0.008333333333333333,0.051666666666666666,0.06666666666666667,0.043333333333333335,0.013333333333333334
10,0.0033333333333333335,0.08166666666666667,0.0016666666666666668,0.0033333333333333335,0.03666666666666667,0.005,0.006666666666666667,0.056666666666666664,0.006666666666666667,0.0016666666666666668,0.0016666666666666668,0.0033333333333333335,0.008333333333333333,0.016666666666666666,0.0016666666666666668,0.005,0.18166666666666667,0.005,0.0016666666666666668,0.025,0.10166666666666667,0.14333333333333334,0.0,0.015,0.0033333333333333335,0.03,0.0016666666666666668,0.011666666666666667,0.006666666666666667,0.0016666666666666668,0.006666666666666667,0.0016666666666666668,0.035,0.0016666666666666668,0.008333333333333333,0.05333333333333334,0.06666666666666667,0.04666666666666667,0.011666666666666667
11,0.0033333333333333335,0.08166666666666667,0.0016666666666666668,0.0033333333333333335,0.03666666666666667,0.005,0.006666666666666667,0.056666666666666664,0.006666666666666667,0.0016666666666666668,0.0016666666666666668,0.0033333333333333335,0.008333333333333333,0.016666666666666666,0.0016666666666666668,0.005,0.18166666666666667,0.005,0.0016666666666666668,0.025,0.10166666666666667,0.14333333333333334,0.0,0.015,0.0033333333333333335,0.03,0.0016666666666666668,0.011666666666666667,0.006666666666666667,0.0016666666666666668,0.006666666666666667,0.0016666666666666668,0.035,0.0016666666666666668,0.008333333333333333,0.05333333333333334,0.06666666666666667,0.04666666666666667,0.011666666666666667
12,0.0033333333333333335,0.08166666666666667,0.0016666666666666668,0.0033333333333333335,0.03666666666666667,0.005,0.006666666666666667,0.056666666666666664,0.006666666666666667,0.0016666666666666668,0.0016666666666666668,0.0033333333333333335,0.008333333333333333,0.016666666666666666,0.0016666666666666668,0.005,0.18166666666666667,0.005,0.0016666666666666668,0.025,0.10166666666666667,0.14333333333333334,0.0,0.015,0.0033333333333333335,0.03,0.0016666666666666668,0.011666666666666667,0.006666666666666667,0.0016666666666666668,0.006666666666666667,0.0016666666666666668,0.035,0.0016666666666666668,0.008333333333333333,0.05333333333333334,0.06666666666666667,0.04666666666666667,0.011666666666666667
13,0.0033333333333333335,0.08166666666666667,0.0016666666666666668,0.0033333333333333335,0.03666666666666667,0.005,0.006666666666666667,0.056666666666666664,0.006666666666666667,0.0016666666666666668,0.0016666666666666668,0.0033333333333333335,0.008333333333333333,0.016666666666666666,0.0016666666666666668,0.005,0.18166666666666667,0.005,0.0016666666666666668,0.025,0.10166666666666667,0.14333333333333334,0.0,0.015,0.0033333333333333335,0.03,0.0016666666666666668,0.011666666666666667,0.006666666666666667,0.0016666666666666668,0.006666666666666667,0.0016666666666666668,0.035,0.0016666666666666668,0.008333333333333333,0.05333333333333334,0.06666666666666667,0.04666666666666667,0.011666666666666667
